paragraph_id,text,article_title,article_url,source_portal,publish_date,aceh_confidence,word_count,query_used,collector,topic,topic_score,topic_method,sentiment,sentiment_pos_count,sentiment_neg_count,sentiment_method,labeling_notes
10356,"Selain itu, Batu kristal putih juga bisa menghiasi taman rumah dan memperindah di pot bunga.","Jasmadi, Penjual Batu Kristal Putih di Lhokseumawe",https://rri.co.id/lhokseumawe/umkm/922506/jasmadi-penjual-batu-kristal-putih-di-lhokseumawe,rri.co.id,"Thu, 22 Aug 2024 07:00:00 GMT",medium,15,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,0,auto,
10357,"KBRN, Lhokseumawe: Pengembangan Pasar kuliner Ahad Festival yang sudah berjalan dikawasan Jalan T. Hamzah Bendahara, Kecamatan Banda Sakti selalu ramai dikunjungi warga.",Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",high,22,UMKM Lhokseumawe,Aulia,success_story,3.0,article_propagated,neutral,1,0,auto,
10358,Pasar kuliner tersebut sukses dan mendapat sambutan positif dari warga masyarakat.,Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",medium,11,UMKM Lhokseumawe,Aulia,success_story,3.0,auto,neutral,1,0,auto,
10359,"Salah seorang tokoh masyarakat di Kota Lhokseumawe, Sugito Tasan, kepada RRI Sabtu (24/2/2024) mengatakan, pengembangan Ahad Festival melalui pelibatan para Pelaku UMKM harus terus didampingi agar semakin inovatif.",Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",high,28,UMKM Lhokseumawe,Aulia,success_story,3.0,article_propagated,neutral,1,0,auto,
10360,"Pengembangan kuliner ini kan melibatkan para UMKM. Jadi, mereka harus difasilitasi, harus didampingi sehingga bisa mandiri dalam menunjukan inovasi pasar-pasar kuliner di Lhokseumawe, ujar Sugito.",Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",high,25,UMKM Lhokseumawe,Aulia,success_story,3.0,article_propagated,positive,2,0,auto,
10361,"Tanpa ada pendampingan, sebut Sugito, pegiat Usaha Mikro Kecil Menengah (UMKM) akan kewalahan, khususnya menyangkut masalah permodalan. Karena itu, Pemko Lhokseumawe diharapkan mampu memfasilitasi dukungan finansial untuk pengembangan UMKM,",Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",high,29,UMKM Lhokseumawe,Aulia,success_story,3.0,article_propagated,positive,3,1,auto,
10362,"Nah yang sudah dilakukan itu salah satunya di Ahad Festival. Saya pikir itu bisa menjadi pilot projek pengembangan pasar kuliner di seluruh Kecamatan Kota Lhokseumawe, timpal Sugito.",Sukses Pasar Kuliner Ahad Festival di Lhokseumawe Harus Dipertahankan,https://rri.co.id/lhokseumawe/umkm/568910/sukses-pasar-kuliner-ahad-festival-di-lhokseumawe-harus-dipertahankan,rri.co.id,"Sat, 24 Feb 2024 08:00:00 GMT",high,27,UMKM Lhokseumawe,Aulia,success_story,3.0,article_propagated,neutral,1,0,auto,
10363,"LHOKSEUMAWE | ACEHINFO Forum Genre Kota Lhokseumawe bersama AMANAH Aceh melakukan kegiatan Seminar UMKM dengan mengusung tema Warisan Budaya Dalam Bisnis pada Sabtu, 21 September 2024 di Aceh Utara.","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,high,29,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
10364,Kegiatan yang dihadiri ratusan peserta ini dilakukan untuk memberikan pemahaman lebih mendalam kepada mahasiswa tentang peran strategis yang dapat kita ambil dalam pengembangan Usaha Mikro Kecil dan Menengah (UMKM).,"Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,29,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,positive,2,0,auto,
10365,"Teuku Aulia, selaku Ketua Panitia menyampaikan dalam sambutannya bahwa seminar ini bertujuan memadukan budaya lokal dengan dunia usaha","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,18,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
10366,"Seminar ini bertujuan untuk memadukan unsur budaya lokal dengan dunia usaha, khususnya dalam konteks UMKM, sebutnya","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,16,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
10367,Ia juga mengucapkan terimakasih dan apresiasi kepada pihak AMANAH yang telah mendukung Genre dan kepada para panitia yang membantu terselenggaranya kegiatan tersebut.,"Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,22,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,1,0,auto,
10368,"Haikal Akmal,S.Tr.T, pemateri pertama selaku founder expl0oreaceh dan Bireunkut memaparkan, warisan budaya adalah sesuatu yang diwariskan kepada kita secara turun temurun.","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,21,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,1,auto,
10369,"Warisan budaya dalam bisnis adalah penggunaan warisan budaya seperti tarian, keris dan sebagainya yang kemudian digunakan sebagai objek usaha. Pengusaha harus memiliki niat yang kuat, modal, serta riset yang berkaitan dengan usaha, paparnya","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,33,UMKM Lhokseumawe,Aulia,funding,3.0,auto,neutral,0,0,auto,
10370,"Selain itu, M. Qori Almizan, Entrepreneur Muda menyebut, sebuah filosofi entrepreneur yakni usaha berjuang sukses, qori Menjadi seorang pengusaha itu tidak perlu menunggu usia dewasa, bisa dimulai dari kapan saja.","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,30,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,1,0,auto,
10371,"Bisa dimulai di tempat mana saja tidak mesti memiliki tempat usaha bisa lewat online atau dirumah saja. Dan kunci untuk menjadi pengusaha yaitu percaya diri, kedua optimisme yang besar, ketiga harus Mempunyai target pasar berupa hal-hal yang tidak pernah berhenti dicari masyarakat, sebutnya","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,43,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
10372,"Terakhir Syaban Safri Nouval membawa sloga Pembisnis muda, sukses untuk masa muda ia pun membawa kisah inspiratif dari bob Sadino","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,20,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,1,0,auto,
10373,"Kunci memulai bisnis niat, tekat, berani mencoba, jangan takut gagal, ketahui passion diri, ucapnya","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,14,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,0,1,auto,
10374,"Harapannya, semoga dengan kegiatan Seminar UMKM mahasiswa tidak hanya membantu UMKM berkembang, tetapi juga mendapatkan pengalaman praktis yang dapat berguna dalam karir masa depan mereka.","Gelar Seminar UMKM Bersama AMANAH, Genre Lhokseumawe Hadirkan Ratusan Mahasiswa",https://www.acehinfo.id/gelar-seminar-umkm-bersama-amanah-genre-lhokseumawe-hadirkan-ratusan-mahasiswa/,acehinfo.id,2024-09-21,medium,25,UMKM Lhokseumawe,Aulia,funding,3.0,article_propagated,neutral,1,0,auto,
10375,Gedung Prijadi Praptosuhardo II Lt. 1 Jl. Lapangan Banteng Timur No. 2-4 Jakarta Pusat 10710,Lowongan Pekerjaan Pada KPPN Lhokseumawe,https://djpb.kemenkeu.go.id/kppn/lhokseumawe/id/data-publikasi/pengumuman/2862-lowongan-pekerjaan-pada-kppn-lhokseumawe.html,djpb.kemenkeu.go.id,2022-01-11,medium,15,UMKM Lhokseumawe,Aulia,,2.0,needs_review,neutral,0,0,auto,
10376,DIALEKSIS.COM | Aceh - Bank Syariah Indonesia (BSI) bersama Pemerintah Kota Lhokseumawe menggelar Ahad Festival pada minggu (27/11/2022). Acara yang berkonsep Car Free Day ini menghadirkan kegiatan fun walk yang memperebutkan doorprize sepeda motor.,"Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",high,34,UMKM Lhokseumawe,Aulia,funding,5.0,auto,neutral,0,0,auto,
10377,"Ahad Festival juga menampilkan berbagai kegiatan menarik lainnya antara lain penampilan tarian massal, pagelaran musik, senam jantung sehat serta bazaar UMKM.","Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",medium,21,UMKM Lhokseumawe,Aulia,digitalization,6.5,article_propagated,neutral,0,0,auto,
10378,"BSI menghadirkan Ahad Festival ini sebagai bentuk dukungan terhadap aktivitas perekonomian masyarakat dan juga sosialisasi program infak melalui QRIS yang telah dilaksanakan BSI bersama Pemerintah Aceh. Program infaq Rp1 melalui QRIS BSI akan lebih mendorong masyarakat untuk berpartisipasi dalam kegiatan sosial secara digital. BSI ingin menjadi sahabat financial, sosial dan spiritual serta memberikan literasi serta inklusi perbankan syariah bagi masyarakat, jelas Area Manager BSI Area Lhokseumawe, Muhammad Arif Gunawan.","Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",high,69,UMKM Lhokseumawe,Aulia,digitalization,5.0,auto,positive,2,0,auto,
10379,Masyarakat juga antusias luar biasa di Ahad Festival. Hal itu tampak dari transaksi yang berlangsung pada saat kegiatan.,"Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",medium,18,UMKM Lhokseumawe,Aulia,digitalization,6.5,article_propagated,neutral,0,0,auto,
10380,"Hal menariknya, seluruh peserta UMKM menggunakan QRIS sebagai media pembayaran digital. Tentu ini sejalan dengan target pertumbuhan 12 juta merchant QRIS dan 15 juta pengguna baru QRIS yang dicanangkan oleh BI di tahun ini.","Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",medium,34,UMKM Lhokseumawe,Aulia,digitalization,8.0,auto,neutral,1,0,auto,
10381,"Pelaksanaan Ahad Festival yang ke-empat ini melibatkan 156 UMKM di Kota Lhokseumawe, dimana sebagiannya adalah UMKM binaan BSI. Terima kasih atas dukungan seluruh stakeholder yang turut berkontribusi dalam kegiatan ini sehingga pelaksanaan Ahad Festival mampu meningkatkan omzet UMKM di Kota Lhokseumawe,"" ucap M. Rizal, S.Sos., M.Si selaku Kepala Dinas Perindustrian, Perdagangan, Koperasi, dan Usaha Kecil Menengah Kota Lhokseumawe.","Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",high,58,UMKM Lhokseumawe,Aulia,digitalization,6.5,article_propagated,neutral,1,0,auto,
10382,"Turut hadir dalam kegiatan tersebut Pj Walikota Lhokseumawe Dr. Drs. Imran M.Si, MA.Cd, Kepala Bank Indonesia Kantor Perwakilan Lhokseumawe Gunawan, dan Ketua DMI Kota Lhokseumawe Ustadz Halim. [rls]","Gandeng 156 UMKM, BSI Region Aceh Bersama Pemko Lhokseumawe Gelar Ahad Festival",https://dialeksis.com/aceh/gandeng-156-umkm-bsi-region-aceh-bersama-pemko-lhokseumawe-gelar-ahad-festival/,dialeksis.com,"Mon, 28 Nov 2022 08:00:00 GMT",high,28,UMKM Lhokseumawe,Aulia,digitalization,6.5,article_propagated,neutral,0,0,auto,
10383,"LHOKSEUMAWE, KOMPAS.com - Dinas Perindustrian, Perdagangan, Koperasi, dan UMKM Kota Lhokseumawe, Provinsi Aceh, memeriksa sampel pedagang Minyakita di sejumlah pasar tradisional dalam kota itu, Rabu (12/3/2025).",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,high,26,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10384,"Namun, pedagang menjual di atas harga eceran tertinggi (HET), yaitu Rp 15.700 per liter.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,14,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10385,"""Harga jual itu kita temukan Rp 17.000 per liter. Ini di atas harga HET hanya Rp 15.700 per liter,"" kata Kadis Perindagkop dan UMKM Lhokseumawe, Rizal, kepada Kompas.com.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,high,28,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10386,Alasan pedagang menaikkan harga jual karena mengambil laba sebesar Rp 1.000 per liter.,Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,13,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10387,Mereka membeli Minyakita dari distributor di Sumatera Utara dengan harga Rp 16.000 per liter.,Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,14,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10388,"Tim dinas juga memeriksa takaran Minyakita yang diproduksi PT Langgeng Alam Selamanya, PT Permata Hijau Palm Oleo, dan PT Yogo Anugerah Nusantara.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,22,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10389,"Hasilnya, ketiga produksi dari perusahaan itu dinyatakan memenuhi takaran.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,9,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10390,"""Tidak ada kekurangan volume atau takaran minyak. Semua sesuai dengan berat yang telah ditulis dalam kemasan,"" ucapnya.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,17,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,negative,0,2,auto,
10391,"Dia menyebutkan, temuan itu akan dilaporkan ke Kementerian Perdagangan RI sehingga dapat diambil regulasi secara nasional untuk mengatasi penjualan di atas harga HET.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,23,UMKM Lhokseumawe,Aulia,regulation,4.0,auto,neutral,0,0,auto,
10392,"""Kami imbau pedagang menjual sesuai HET. Namun, jika distributor juga menjual di atas HET, pedagang harus tetap untung. Temuan ini secara berjenjang kami laporkan hingga ke kementerian,"" tutur Rizal.",Disperindag Lhokseumawe Aceh Temukan Penjualan Minyakita di Atas HET,https://regional.kompas.com/read/2025/03/12/175845178/disperindag-lhokseumawe-aceh-temukan-penjualan-minyakita-di-atas-het,regional.kompas.com,2025-03-12,medium,29,UMKM Lhokseumawe,Aulia,regulation,4.0,article_propagated,neutral,0,0,auto,
10393,"KBRN, Lhokseumawe: Kota Palembang provinsi Sumatera Selatan selain terkenal dengan kuliner Empek-Empek, juga terkenal dengan Kerupuk Kemplang berbahan baku daging ikan Tenggiri.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",high,22,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,0,auto,
10394,"Untuk mendapatkannya, sekarang tidak perlu jauh-jauh ke Palembang, karena sudah hadir di Kota Lhokseumawe. Salah satu lokasinya ada di depan Museum Kota Lhokseumawe atau Masjid Agung Islamic Center.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",high,28,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,0,auto,
10395,"Tetapi, Kerupuk Kemplang Palembang tidak setiap hari dijajakan di kawasan tersebut. Karena hanya hadir setiap seminggu sekali dalam ajang pasar kuliner Ahad Festival.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",medium,23,UMKM Lhokseumawe,Aulia,,2.0,needs_review,neutral,0,0,auto,
10396,"Rahmazani (38) penjual Kerupuk Kemplang di Kota Lhokseumawe, mengatakan, Kerupuk didatangkan mentah (setengah jadi) dari produsen di Kota Palembang.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",high,19,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,0,auto,
10397,"""Sampai disini (Lhokseumawe) baru kita goreng, lalu kita jual. Bila dikirim langsung jadi, kerupuk gampang hancur. Jadi, untuk menghindari itu, maka kita kirim setengah jadi"", ujar Rahmazani kepada RRI, Sabtu (2/3/2024).",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",high,31,UMKM Lhokseumawe,Aulia,,1.0,needs_review,neutral,0,0,auto,
10398,"Proses penggorengan dilakukan setiap seminggu sekali. Adapun Jenis Kerupuk yang dijualnya adalah Sanggol Mini, Kancing Tebal Kemplang Mini, Getas Tenggiri, dan Kancing Tipis.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",medium,23,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,0,auto,
10399,"Untuk Harga 1 Ons Rp15.000. Ukuran 250 Gram Rp35.000, sedangkan ukuran 1 Kg Rp140.000. Permintaan Kemplang dan Kerupuk akan meningkat biasanya pada Bulan Puasa Ramadhan dan Hari Raya Idul Fitri.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",medium,30,UMKM Lhokseumawe,Aulia,,2.0,needs_review,neutral,1,0,auto,
10400,"""Kemplang milik kami ini, sudah bersertifikat Halal MUI"", tutup Zani.",Kerupuk Kemplang Palembang Hadir Menyapa Lhokseumawe,https://rri.co.id/lhokseumawe/umkm/577973/kerupuk-kemplang-palembang-hadir-menyapa-lhokseumawe,rri.co.id,"Sat, 02 Mar 2024 08:00:00 GMT",medium,10,UMKM Lhokseumawe,Aulia,,0.0,needs_review,neutral,0,1,auto,
10401,"Theacehpost.com | LHOKSEUMAWE - Sebanyak 95 pelaku Usaha Mikro Kecil Menengah (UMKM) di Lhokseumawe memeriahkan Ahad Lhokseumawe Festival, Minggu, 6 November 2022.",95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,22,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10402,Kegiatan tersebut diselenggarakan oleh Pemerintah Kota Lhokseumawe melalui Dinas Perindustrian dan Perdagangan Koperasi (Disperindagkop) yang dipusatkan di Jalan T Hamzah Bendahara dan sekitarnya.,95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,23,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10403,"Penjabat Wali Kota Lhokseumawe, Dr Imran, mengatakan, tujuan utama festival Ahad tersebut untuk menunjukkan masyarakat Lhokseumawe sangat tangguh dalam menghadapi berbagai macam keadaan, khususnya pandemi covid-19.",95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,26,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10404,"""Kegiatan seperti ini tidak hanya berhenti pada hari ini. Tentu akan dilanjutkan pada hari Minggu selanjutnya dengan tempat yang berbeda,"" kata Imran kepada Theacehpost.com.",95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,medium,24,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10405,"Lanjutnya, ini juga bentuk promosi sebuah produk bagi pelaku UMKM. Dengan adanya produk-produk ini dapat menandakan bahwa Lhokseumawe cukup kaya.",95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,20,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10406,Jenis produk UMKM yang paling menonjol dalam event tersebut adalah kuliner. Diharapkan ke depan ada produk unggulan yang dapat dijadikan ikon Lhokseumawe.,95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,22,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
10407,"""Mudah-mudahan partisipasi UMKM lebih banyak lagi, serta bergairah kembali dalam memproduksi berbagai macam produk unggulan yang bisa dibanggakan oleh Lhokseumawe,"" pungkas Imran.",95 UMKM Meriahkan Ahad Lhokseumawe Festival,https://theacehpost.com/news/95-umkm-meriahkan-ahad-lhokseumawe-festival/index.html,theacehpost.com,2022-11-06,high,22,UMKM Lhokseumawe,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
